sgRNA	Gene	PO1f_1	PO1f_2	PO1f_3	PO1f_Cas9_ku70_1	PO1f_Cas9_ku70_2	PO1f_Cas9_ku70_3
26317	YALI1_C09750g	285	283	442	312	97	120
42137	YALI1_F00960g	769	662	1005	2020	2022	1931
30479	YALI1_F07860g	213	596	414	227	1063	1137
24387	YALI1_A11797g	537	316	150	0	19	0
12369	YALI1_A08653g	3692	5147	6787	20736	19285	12655
38549	YALI1_C18750g	1830	2976	3553	7550	10033	6139
12288	YALI1_A06625g	310	830	1144	1	0	1
39130	YALI1_D01548g	308	224	509	2	0	0
36871	YALI1_B03719g	909	449	865	1	77	2
46161	YALI1_F03765g	134	230	240	0	0	0
7782	YALI1_F35274g	388	321	609	0	21	35
33445	YALI1_B20243g	226	210	665	0	2	0
3549	YALI1_D04978g	575	406	1041	269	391	334
12597	YALI1_A14596g	55	127	212	0	92	1
31446	YALI1_F32090g	310	267	842	0	0	0
6480	YALI1_F02378g	160	263	356	490	1235	679
46551	YALI1_F13644g	293	236	307	753	1291	859
22905	YALI1_F17094g	754	231	484	1689	1880	1155
30485	YALI1_F07990g	366	465	900	0	0	0
18489	YALI1_F05220g	488	415	1301	675	2177	1692
21286	YALI1_E18927g	154	177	113	72	65	66
44536	YALI1_E04590g	621	480	671	0	14	5
22837	YALI1_F15817g	1114	1632	1640	5	21	12
31130	YALI1_F23963g	389	715	916	3	0	0
3647	YALI1_D07576g	446	373	673	275	1108	714
12791	YALI1_A19428g	274	462	159	1	0	0
22711	YALI1_F12917g	331	373	826	2	3	0
12760	YALI1_A18489g	303	430	865	6	34	14
39840	YALI1_D20061g	309	572	440	0	1	3
39107	YALI1_D00973g	353	214	818	0	0	27
30134	YALI1_E39676g	201	199	609	0	0	1
35401	YALI1_D09996g	752	492	953	1	0	1
46562	YALI1_F14107g	283	681	566	31	57	90
30342	YALI1_F03948g	260	333	701	0	0	1
15136	YALI1_C30310g	530	628	1725	0	0	7
23023	YALI1_F20234g	567	1255	1773	2026	3972	2392
26733	YALI1_C20953g	333	180	607	199	731	417
5730	YALI1_E25189g	443	704	653	0	0	1
34955	YALI1_C32034g	425	557	672	3	0	0
22718	YALI1_F13023g	648	1044	1927	2	2	1
30460	YALI1_F07384g	724	314	403	1	54	45
9715	YALI1_B22020g	696	878	1647	0	0	2
28531	YALI1_E00040g	103	62	110	521	213	258
25454	YALI1_B16572g	137	390	619	1	0	0
6962	YALI1_F14766g	296	205	753	0	0	0
3889	YALI1_D13368g	75	135	65	0	0	1
24731	YALI1_A20353g	210	118	193	0	0	0
16916	YALI1_E07306g	2606	3580	3989	4975	9026	5863
45882	YALI1_E37830g	446	689	1576	117	123	126
35546	YALI1_D13388g	231	228	205	2	2	0
4820	YALI1_E02413g	178	178	368	0	5	1
12949	YALI1_B00675g	1991	2381	2649	507	0	32
4131	YALI1_D19951g	218	281	425	59	115	85
15077	YALI1_C28879g	902	1025	991	1416	2316	1480
36447	YALI1_A15722g	419	323	584	0	0	1
28236	YALI1_D27780g	309	100	163	0	0	0
37726	YALI1_B26728g	242	370	533	0	0	0
31237	YALI1_F26620g	698	1183	1466	792	1080	1011
18325	YALI1_F00472g	180	115	393	0	3	0
20704	YALI1_E03846g	537	902	1281	4	1	0
46979	YALI1_F24413g	170	211	150	25	46	177
2193	YALI1_C00710g	105	64	126	5	18	14
36606	YALI1_A19759g	1351	1445	2097	6	0	20
39257	YALI1_D05070g	912	688	1226	19	105	21
44025	YALI1_D26721g	431	491	433	44	72	44
38406	YALI1_C15377g	97	71	129	0	0	11
33976	YALI1_C04302g	201	147	352	0	1	3
27421	YALI1_D06904g	109	87	257	1	0	0
11296	YALI1_D01967g	442	262	628	0	0	0
32049	YALI1_A06735g	111	235	254	0	0	0
11938	Nontargeting	365	405	1236	2294	3552	1667
28188	YALI1_D26496g	389	331	907	0	0	0
5085	YALI1_E09357g	396	655	790	3	0	3
22642	YALI1_F11277g	1019	721	1360	23	65	54
47601	YALI1_F39844g	571	465	658	0	0	1
4269	YALI1_D23524g	147	88	554	10	74	48
20085	YALI1_D23128g	87	162	122	1	0	0
22463	YALI1_F06670g	150	276	366	1	0	1
40642	YALI1_E05446g	186	262	847	0	10	0
42114	YALI1_F00155g	698	532	1034	3	84	45
6904	YALI1_F13220g	346	621	249	598	1009	882
13986	YALI1_B28268g	365	287	749	1	0	0
34912	YALI1_C30795g	1044	786	1308	1	0	0
12064	YALI1_A01241g	231	34	38	0	0	0
37759	YALI1_B27485g	850	281	131	2	0	0
8989	YALI1_B02717g	246	375	193	0	0	0
14051	YALI1_B29995g	24	9	7	0	0	0
16378	YALI1_D29053g	546	927	1141	38	69	73
4703	YALI1_D35575g	410	79	229	0	3	0
47241	YALI1_F31416g	231	227	142	24	12	3
79	Nontargeting	596	330	847	1831	2187	1392
10213	YALI1_C05423g	292	498	412	0	0	0
7622	YALI1_F31672g	713	908	1369	41	120	43
7909	YALI1_F38432g	490	264	700	35	88	60
1667	YALI1_B17050g	54	118	325	0	0	0
45788	YALI1_E35559g	189	452	572	0	1	0
38020	YALI1_C04201g	286	573	601	0	79	3
45025	YALI1_E17214g	364	552	1227	36	4	3
40248	YALI1_D31083g	479	779	733	1	0	1
42528	YALI1_F11493g	438	1208	1378	227	620	540
15064	YALI1_C28513g	299	316	282	15	5	1
46353	YALI1_F09137g	599	691	686	144	80	105
38147	YALI1_C07613g	138	63	439	0	0	2
35999	YALI1_A04620g	221	649	546	2	2	2
44196	YALI1_D31981g	76	48	330	98	56	75
19871	YALI1_F39818g	895	998	2468	445	575	387
39092	YALI1_D00663g	454	680	960	1	5	1
46531	YALI1_F13185g	169	112	175	127	76	10
8962	YALI1_B02047g	86	111	283	0	3	25
26386	YALI1_C12007g	713	674	1410	1	7	5
17017	YALI1_E10210g	444	635	1489	1	4	4
47121	YALI1_F28092g	417	630	657	15	129	24
6506	YALI1_F03136g	971	1296	1217	714	831	887
46095	YALI1_F01946g	919	1050	1575	0	1	1
32211	YALI1_A11043g	595	663	979	0	0	2
6738	YALI1_F09433g	541	237	884	7	22	7
31260	YALI1_F27237g	255	291	523	74	155	174
7560	YALI1_F29905g	347	244	352	0	13	6
43731	YALI1_D18727g	203	340	338	0	0	0
43595	YALI1_F37998g	236	191	223	0	20	11
44948	YALI1_E15469g	1359	1372	2559	4350	6719	4296
43165	YALI1_F27395g	194	363	348	109	197	109
31827	YALI1_A01468g	237	344	249	228	263	354
9754	YALI1_B23055g	1136	349	497	0	0	2
24791	YALI1_A21746g	77	76	115	119	105	116
22825	YALI1_F15477g	589	516	1330	0	1	1
896	YALI1_A19549g	179	536	231	91	58	43
7467	YALI1_F27574g	154	352	271	3	15	8
32255	YALI1_A12225g	264	144	27	1	0	1
646	YALI1_A13454g	568	859	2164	235	580	529
16163	YALI1_D23237g	445	1262	743	1	2	0
38956	YALI1_C30726g	381	419	827	60	115	161
14169	YALI1_C02873g	312	719	571	1	2	0
17917	YALI1_E32118g	155	217	426	0	0	1
14396	YALI1_C09195g	293	230	364	887	918	594
4976	YALI1_E06158g	560	384	676	1	0	0
28347	YALI1_D31083g	174	456	327	0	0	2
32912	YALI1_B05954g	669	291	1172	2	0	1
11978	Nontargeting	788	655	1510	2034	3425	2512
36907	YALI1_B04690g	562	991	1345	30	61	100
24503	YALI1_A14721g	500	465	1212	0	0	3
35060	YALI1_D00973g	311	498	591	0	0	1
4646	YALI1_D34057g	267	135	345	0	1	1
6866	YALI1_F12523g	656	645	576	188	451	531
37489	YALI1_B20192g	237	224	379	0	0	1
22990	YALI1_F19249g	138	316	672	1	0	0
18722	YALI1_F11396g	646	1375	1055	1044	1344	1422
33319	YALI1_B16968g	115	0	65	0	0	0
25152	YALI1_B08321g	1085	884	1641	169	290	264
4186	YALI1_D21228g	100	244	338	0	0	0
26581	YALI1_C17220g	355	332	692	5	19	13
7513	YALI1_F28633g	69	104	186	0	0	0
19961	YALI1_D19980g	459	298	622	241	308	321
35808	Nontargeting	516	800	1189	2295	2474	2202
20895	YALI1_E08725g	185	502	613	111	189	149
25090	YALI1_B06644g	262	83	405	18	4	26
18956	YALI1_F16614g	591	613	678	1	3	2
27126	YALI1_C32737g	61	12	53	0	0	0
12008	Nontargeting	502	537	1047	702	1955	1454
44446	YALI1_E02348g	980	1264	859	0	0	1
39511	YALI1_D11486g	343	309	342	124	370	113
12137	YALI1_A03137g	1007	1209	2072	1691	2244	1663
8698	YALI1_A18196g	151	178	133	0	0	0
10522	YALI1_C14433g	266	260	304	0	0	1
41476	YALI1_E26205g	71	39	276	0	6	0
20957	YALI1_E10500g	518	457	1445	1679	3681	2255
26157	YALI1_C05323g	602	207	874	0	7	2
11058	YALI1_C29595g	249	392	1053	0	0	0
10627	YALI1_C17091g	275	308	116	0	0	0
24626	YALI1_A17583g	262	186	412	0	0	0
40912	YALI1_E12790g	524	510	632	1	0	1
16232	YALI1_D25151g	775	1164	1936	0	1	3
8690	YALI1_A17983g	234	161	413	348	0	3
10665	YALI1_C17947g	296	361	555	406	278	166
12222	YALI1_A05168g	816	1014	872	1	0	2
38521	YALI1_C18099g	1108	830	1244	9	2	19
28237	YALI1_D27808g	88	52	202	0	1	0
2558	YALI1_C11234g	176	239	472	1	0	10
19077	YALI1_F19720g	504	559	722	0	5	1
32132	YALI1_A08835g	344	281	259	369	442	568
34717	YALI1_C25171g	222	345	534	0	0	1
9031	YALI1_B04007g	613	636	816	27	63	4
8341	YALI1_A09100g	290	266	551	871	1432	882
45306	YALI1_E23967g	291	742	855	0	0	1
6085	YALI1_E33888g	168	195	431	2	20	12
42718	YALI1_F15859g	577	913	1272	1	0	3
26925	YALI1_C26764g	305	844	1472	1	0	1
27848	YALI1_D17370g	177	260	415	69	223	183
4848	YALI1_E03150g	129	223	259	4	0	0
26616	YALI1_C17995g	547	505	1130	0	0	0
29310	YALI1_E20016g	354	455	376	0	0	0
29149	YALI1_E16174g	288	285	336	18	64	43
42744	YALI1_F16366g	1039	509	751	65	106	178
6959	YALI1_F14712g	292	215	549	191	45	115
41807	YALI1_E34319g	501	254	592	170	342	457
42606	YALI1_F13211g	383	170	441	5	5	0
3699	YALI1_D08971g	119	291	532	0	0	1
10523	YALI1_C14450g	611	762	1133	91	134	110
40632	YALI1_E05180g	280	248	391	30	38	65
40657	YALI1_E05731g	102	319	402	0	0	1
46133	YALI1_F03075g	318	222	398	2	5	8
37269	YALI1_B14418g	502	713	706	255	162	136
8308	YALI1_A08206g	154	160	155	5	10	6
5852	YALI1_E27976g	416	805	613	0	0	0
16059	YALI1_D20672g	813	909	1619	3	0	1
36621	YALI1_A20131g	141	253	295	217	498	359
27133	YALI1_C32850g	471	608	823	295	216	232
37301	YALI1_B15192g	1330	563	693	3	0	0
38703	YALI1_C23511g	853	866	1533	159	164	109
20118	YALI1_D24095g	276	140	267	0	5	4
42674	YALI1_F14958g	542	236	394	1	1	3
42491	YALI1_F10713g	152	125	202	0	153	124
45423	YALI1_E26811g	160	336	331	132	440	396
32052	YALI1_A06761g	795	660	1079	1706	3155	2093
14976	YALI1_C25513g	148	223	402	0	0	0
38787	YALI1_C25742g	379	959	1188	186	295	192
44688	YALI1_E08452g	289	214	390	2	1	0
1347	YALI1_B08214g	260	235	581	0	0	1
32264	YALI1_A12445g	100	78	24	0	69	3
5151	YALI1_E11323g	247	321	781	5	4	0
36232	YALI1_A10143g	212	281	324	0	0	0
29603	YALI1_E26987g	262	621	775	1	0	1
23453	YALI1_F31725g	163	245	615	0	0	0
42299	YALI1_F05448g	736	597	1172	28	141	43
24001	YALI1_A02150g	103	71	275	3	17	52
36143	YALI1_A07768g	576	555	629	0	0	0
18975	YALI1_F17066g	119	119	381	15	28	66
10736	YALI1_C19775g	178	339	514	0	0	0
26112	YALI1_C04041g	237	117	276	2	0	0
4417	YALI1_D27181g	569	678	654	1	47	77
44894	YALI1_E14132g	531	1110	1654	1163	2643	1631
34237	YALI1_C11930g	497	701	806	159	11	120
42170	YALI1_F02008g	117	306	138	72	70	57
6956	YALI1_F14650g	535	702	734	524	1070	1180
14369	YALI1_C08242g	267	221	361	1	0	1
26397	YALI1_C12406g	140	163	319	18	1	8
10445	YALI1_C12220g	392	295	258	16	102	49
30152	YALI1_E40251g	498	471	854	130	325	256
12668	YALI1_A16292g	208	492	349	0	0	2
47167	YALI1_F29356g	204	188	453	482	882	616
32947	YALI1_B06735g	193	139	154	3	0	4
23020	YALI1_F20177g	463	588	1200	0	6	11
14762	YALI1_C19072g	267	125	230	0	0	0
15808	YALI1_D13916g	205	217	547	0	0	0
12212	YALI1_A04927g	2487	2928	4793	1	0	9
33044	YALI1_B09258g	255	525	1175	1	0	0
36782	YALI1_B01428g	261	331	343	36	131	202
31845	YALI1_A01868g	92	442	568	1	1	11
47482	YALI1_F37097g	314	315	662	367	591	452
20546	YALI1_D35945g	150	309	417	0	0	0
30039	YALI1_E37441g	524	481	625	0	0	4
43668	YALI1_F39620g	183	534	297	0	0	0
37246	YALI1_B13828g	389	401	756	0	18	0
4694	YALI1_D35339g	201	409	402	0	0	0
146	YALI1_A00789g	259	164	159	43	43	24
15588	YALI1_D08684g	830	955	1759	1	2	17
21386	YALI1_E21183g	811	893	1987	8	158	74
2940	YALI1_C21401g	396	516	358	0	2	0
34420	YALI1_C16827g	325	386	396	18	0	0
6204	YALI1_E36641g	146	157	148	0	0	1
28957	YALI1_E11402g	326	580	585	0	0	0
35994	YALI1_A04462g	41	138	147	0	0	3
15544	YALI1_D07486g	433	706	622	121	405	388
29714	YALI1_E29319g	643	352	620	2	0	0
2481	YALI1_C08893g	137	201	352	0	0	0
22589	YALI1_F09965g	504	400	724	0	0	0
29487	YALI1_E24149g	477	730	1150	0	0	13
2931	YALI1_C20953g	136	204	410	74	138	239
42378	YALI1_F07827g	296	232	537	0	0	0
15623	YALI1_D09404g	159	211	256	1	20	33
15845	YALI1_D14725g	270	394	724	42	8	89
19265	YALI1_F24699g	126	0	54	4	0	6
24140	YALI1_A05592g	241	163	367	1	0	0
45796	YALI1_E35759g	89	46	171	0	0	0
38562	YALI1_C19005g	238	632	714	333	306	293
19330	YALI1_F26399g	230	17	349	0	0	1
10055	YALI1_C00852g	422	457	203	0	0	0
46084	YALI1_F01532g	303	323	467	0	2	6
9331	YALI1_B11794g	151	311	332	95	467	281
5999	YALI1_E31717g	719	834	1398	1291	2420	1891
44656	YALI1_E07522g	387	238	394	0	0	0
23249	YALI1_F26127g	117	117	135	0	0	0
29834	YALI1_E32489g	266	209	375	3	29	10
829	YALI1_A17720g	62	60	58	0	0	0
15424	YALI1_D04204g	120	191	247	0	0	0
28328	YALI1_D30482g	48	54	52	0	0	0
21267	YALI1_E18291g	848	888	1917	0	1	2
20121	YALI1_D24130g	544	291	830	24	31	13
33326	YALI1_B17132g	289	117	233	0	0	3
45404	YALI1_E26223g	312	584	705	516	1263	897
46877	YALI1_F21690g	246	326	525	304	599	446
8414	YALI1_A11165g	274	407	854	14	0	54
10542	YALI1_C15021g	337	220	680	0	0	0
23253	YALI1_F26216g	378	454	769	90	478	358
2156	YALI1_B30123g	524	580	586	24	53	33
31190	YALI1_F25413g	176	107	275	1	0	0
9511	YALI1_B16705g	153	152	387	61	164	74
14993	YALI1_C25979g	1094	1436	3201	2997	4249	2997
22488	YALI1_F07416g	1087	1285	1797	0	0	7
14444	YALI1_C10555g	94	256	523	0	0	1
5058	YALI1_E08452g	294	173	328	3	26	50
32601	YALI1_A20822g	161	174	281	103	329	159
23890	Nontargeting	229	403	119	290	597	589
23327	YALI1_F28212g	4369	3649	5750	274	661	730
25240	YALI1_B10757g	348	360	752	0	7	9
10706	YALI1_C18837g	315	490	623	0	0	50
15502	YALI1_D06434g	330	318	666	282	600	472
26584	YALI1_C17307g	762	756	1312	0	1	0
21871	YALI1_E32776g	21	24	63	0	10	8
42816	YALI1_F17912g	509	759	1073	47	130	43
33298	YALI1_B16309g	877	845	694	16	77	75
28419	YALI1_D33350g	522	628	805	1	0	2
47566	YALI1_F39001g	394	365	215	0	0	0
39710	YALI1_D16370g	347	360	407	22	90	9
38325	YALI1_C13227g	222	454	695	9	75	24
13488	YALI1_B14948g	1193	1513	2519	179	671	536
4364	YALI1_D25968g	291	312	675	0	1	0
26763	YALI1_C22019g	242	313	266	240	690	594
5777	YALI1_E26320g	152	128	301	34	21	16
18400	YALI1_F02942g	806	872	1554	1	1	43
30263	YALI1_F01838g	533	820	912	4	4	7
26190	YALI1_C06191g	265	393	743	0	0	0
32410	YALI1_A16004g	92	110	244	39	194	142
3757	YALI1_D10226g	1022	1292	1951	1	2	3
37326	YALI1_B15742g	327	388	182	33	144	78
28422	YALI1_D33397g	573	794	1275	112	312	248
3819	YALI1_D11722g	1123	664	658	0	0	0
20115	YALI1_D24037g	2370	3157	4568	3547	7527	4958
27505	YALI1_D09034g	233	251	265	0	0	0
5662	YALI1_E23659g	303	642	588	173	266	229
18736	YALI1_F11787g	227	145	141	40	46	35
16456	YALI1_D31490g	245	291	593	380	701	435
31242	YALI1_F26757g	543	781	1584	0	1	3
25250	YALI1_B11034g	117	132	214	18	0	0
37297	YALI1_B15092g	553	519	231	0	0	7
9614	YALI1_B19490g	318	293	378	0	0	0
32926	YALI1_B06264g	564	323	716	1	13	14
10891	YALI1_C24531g	1055	1240	1926	565	1375	1139
13624	YALI1_B18631g	341	260	132	0	0	20
13423	YALI1_B13137g	90	327	342	0	0	0
44553	YALI1_E05004g	264	310	902	0	2	0
37987	YALI1_C03378g	278	220	514	1	0	0
25939	YALI1_B29742g	436	680	710	4	248	82
3959	YALI1_D15288g	460	1033	1239	0	0	0
37076	YALI1_B08885g	224	415	125	1	0	0
30033	YALI1_E37264g	732	937	1804	453	1192	823
18610	YALI1_F08683g	181	439	533	0	3	0
15368	YALI1_D02563g	330	510	1086	88	72	44
32735	YALI1_B01428g	195	204	544	38	0	0
39621	YALI1_D14199g	510	290	437	0	0	0
36566	YALI1_A18605g	177	164	566	0	0	0
23187	YALI1_F24578g	207	61	57	0	0	0
10086	YALI1_C01800g	232	156	317	268	332	145
16423	YALI1_D30395g	160	94	229	97	208	131
41682	YALI1_E31229g	500	502	929	27	2	9
44504	YALI1_E03762g	177	54	77	0	0	0
22069	YALI1_E37574g	234	101	451	0	18	3
16275	YALI1_D26146g	756	977	1377	0	0	0
45519	YALI1_E28828g	347	252	1025	0	9	15
11068	YALI1_C29902g	99	113	378	0	20	6
15624	YALI1_D09417g	1053	1247	2626	5	0	3
25394	YALI1_B15036g	980	723	1261	13	2	13
43984	YALI1_D25715g	309	605	616	0	1	0
33419	YALI1_B19567g	1336	468	1271	0	0	4
33194	YALI1_B13662g	649	477	1118	0	0	4
24461	YALI1_A13775g	262	550	1049	35	39	126
2767	YALI1_C16961g	458	638	773	21	49	67
37274	YALI1_B14544g	320	323	345	11	70	46
30331	YALI1_F03722g	184	240	587	0	0	1
28435	YALI1_D33820g	213	291	647	10	48	85
32631	YALI1_A21477g	1671	135	354	0	0	1
35012	YALI1_C33427g	168	288	354	341	702	818
10495	YALI1_C13652g	275	417	404	128	172	95
8949	YALI1_B01771g	154	154	556	16	58	68
36570	YALI1_A18675g	396	589	202	0	0	1
41093	YALI1_E17141g	405	253	403	0	1	4
40914	YALI1_E12847g	304	340	528	3	1	6
24080	YALI1_A04022g	271	427	550	0	0	0
10448	YALI1_C12333g	154	180	334	0	0	0
43584	YALI1_F37770g	449	425	623	0	0	1
5265	YALI1_E14153g	174	102	424	3	63	30
4438	YALI1_D27867g	462	518	761	0	2	1
21858	YALI1_E32445g	866	1187	1533	512	1040	1013
10024	YALI1_B30382g	1184	1430	1597	3	0	2
33623	YALI1_B25004g	200	192	332	50	0	28
46765	YALI1_F18664g	222	577	932	25	39	75
5197	YALI1_E12541g	174	334	594	448	1115	712
18422	YALI1_F03481g	532	193	85	1	3	1
331	YALI1_A05407g	167	204	156	1	0	3
482	YALI1_A08941g	232	214	565	5	2	8
45090	YALI1_E18990g	330	134	200	223	820	585
41791	YALI1_E34015g	1099	1696	1650	71	65	74
13320	YALI1_B10130g	251	371	231	4	0	1
25797	YALI1_B25795g	589	654	1110	2	3	0
5659	YALI1_E23610g	238	350	424	0	9	0
43038	YALI1_F24130g	213	349	474	1	0	0
41571	YALI1_E28300g	278	233	133	1	0	0
18467	YALI1_F04594g	242	346	298	595	833	554
38299	YALI1_C12433g	254	232	319	64	135	10
40139	YALI1_D27826g	340	310	315	48	99	111
21569	YALI1_E25490g	479	974	1346	70	172	303
30516	YALI1_F08845g	283	190	737	2	0	2
36799	YALI1_B01813g	303	267	282	0	5	0
37331	YALI1_B15928g	180	248	141	15	102	58
10066	YALI1_C01244g	284	569	306	37	201	116
34324	YALI1_C14433g	539	639	1157	214	454	464
8738	YALI1_A19195g	974	510	1035	2	0	1
46539	YALI1_F13373g	319	361	1032	0	0	1
12918	YALI1_A22393g	865	1248	1782	2323	3915	3017
42260	YALI1_F04259g	338	383	953	79	72	89
47329	YALI1_F33345g	237	440	669	2	0	0
17781	YALI1_E28599g	529	401	562	1	0	0
27471	YALI1_D08239g	258	250	619	0	2	0
38690	YALI1_C23089g	187	233	336	0	0	1
15331	YALI1_D01676g	763	927	1666	31	2	2
27944	YALI1_D20257g	282	151	368	179	363	281
28834	YALI1_E07676g	364	582	478	0	1	4
27171	YALI1_D00221g	43	306	357	29	98	130
17038	YALI1_E10899g	558	635	971	0	2	1
13292	YALI1_B09299g	274	137	426	0	0	0
31236	YALI1_F26612g	225	119	416	0	0	0
44615	YALI1_E06406g	457	422	655	10	0	32
37827	YALI1_B29436g	407	389	335	1	35	26
39353	YALI1_D07729g	600	285	867	0	0	4
15105	YALI1_C29595g	3552	3424	6159	2	2	4
37309	YALI1_B15420g	205	372	311	1	0	0
14889	YALI1_C23120g	128	128	209	59	268	133
24697	YALI1_A19526g	537	401	973	0	1	0
9651	YALI1_B20407g	212	184	115	9	189	102
41178	YALI1_E19337g	431	750	618	84	196	264
23466	YALI1_F32002g	2236	2533	4742	4360	9607	5785
41775	YALI1_E33527g	223	294	246	0	0	0
15890	YALI1_D15974g	590	793	1417	1	1	0
20631	YALI1_E02102g	44	2	15	0	0	0
39905	YALI1_D21610g	722	440	446	129	201	97
43673	YALI1_F39818g	337	294	635	33	132	159
8058	YALI1_A02335g	1813	223	429	2	0	0
45343	YALI1_E24735g	170	266	183	0	0	6
14700	YALI1_C17640g	968	1376	2363	3	5	2
8689	YALI1_A17957g	368	266	723	0	0	1
36955	YALI1_B05830g	490	406	714	0	1	0
38529	YALI1_C18378g	1144	204	185	0	28	20
47201	YALI1_F30179g	37	134	349	0	4	16
35541	YALI1_D13251g	629	825	1599	3	17	37
11511	YALI1_D07945g	236	632	1074	0	0	1
42023	YALI1_E39385g	661	893	1161	82	207	149
24021	YALI1_A02728g	336	609	540	1	0	1
8957	YALI1_B01903g	810	1091	1911	349	312	140
9739	YALI1_B22638g	103	52	246	0	0	0
1307	YALI1_B07210g	402	222	526	5	130	164
2476	YALI1_C08702g	528	538	748	0	0	10
46720	YALI1_F17444g	218	282	568	6	0	35
37194	YALI1_B12195g	238	183	337	2	57	52
1181	YALI1_B04138g	272	293	224	1	1	0
45479	YALI1_E27927g	358	409	519	0	0	0
28035	YALI1_D22401g	571	735	1153	137	283	215
36634	YALI1_A20398g	336	580	630	2	0	2
9805	YALI1_B24424g	264	232	298	0	7	1
26371	YALI1_C11694g	67	159	409	186	8	26
35028	YALI1_D00264g	57	0	20	0	0	0
33497	YALI1_B21493g	315	1201	1115	7	0	0
28840	YALI1_E07920g	458	354	698	0	1	0
2870	YALI1_C19369g	253	536	889	0	0	1
19711	YALI1_F35894g	555	1098	1533	0	1	0
18421	YALI1_F03461g	322	177	422	0	0	1
24188	YALI1_A06615g	187	186	377	0	86	22
13283	YALI1_B09117g	961	1027	1328	155	277	168
24121	YALI1_A05116g	107	106	39	1	0	41
3113	YALI1_C26533g	404	881	1465	2	0	0
45765	YALI1_E35027g	263	486	644	145	189	255
45275	YALI1_E23292g	124	42	72	0	0	0
37208	YALI1_B12529g	343	173	204	0	0	0
39411	YALI1_D09142g	338	469	649	0	8	4
42435	YALI1_F09314g	555	905	748	0	0	1
941	YALI1_A20685g	450	559	769	0	0	5
40207	YALI1_D29939g	310	364	279	0	0	2
5897	YALI1_E28999g	273	217	452	0	2	0
8374	YALI1_A09919t	1060	1272	1485	3	1	1
23254	YALI1_F26234g	215	235	427	1	2	0
18569	YALI1_F07675g	237	116	383	128	170	120
41043	YALI1_E16023g	304	478	290	2	0	0
955	YALI1_A21012g	863	955	1050	1	1	0
24186	YALI1_A06594g	610	779	1537	20	147	174
42174	YALI1_F02187g	187	560	458	0	0	0
35542	YALI1_D13298g	257	437	376	23	14	80
30311	YALI1_F03205g	690	779	1121	1319	2607	1543
17750	YALI1_E27927g	394	439	548	0	2	0
14887	YALI1_C23075g	1038	1349	2721	0	0	5
34836	YALI1_C29021g	503	329	624	17	94	38
15912	YALI1_D16531g	1240	1597	2614	0	130	59
38351	YALI1_C13879g	132	138	355	0	0	1
38816	YALI1_C26533g	657	718	1284	1	2	6
30986	YALI1_F19938g	167	238	288	0	0	0
12965	YALI1_B01069g	721	777	724	0	6	0
5724	YALI1_E25018g	196	434	297	0	0	0
16470	YALI1_D32024g	944	799	2007	2	5	1
17173	YALI1_E14350g	148	148	99	0	0	5
35509	YALI1_D12567g	322	415	892	2	0	1
20335	YALI1_D29994g	59	57	168	2	0	0
31343	YALI1_F29483g	226	306	255	1	0	1
17501	YALI1_E22126g	783	348	1386	0	2	2
16913	YALI1_E07234g	253	291	618	1	2	0
18890	YALI1_F15357g	448	423	1038	1	4	1
42859	YALI1_F19169g	782	512	822	1	0	3
8790	YALI1_A20528g	251	231	446	0	0	0
12115	YALI1_A02561g	68	80	148	0	0	0
42151	YALI1_F01346g	490	481	746	0	4	1
11867	YALI1_D16609g	309	355	491	108	433	308
31928	YALI1_A03883g	493	350	371	13	141	159
36166	YALI1_A08512g	388	286	365	1	0	0
42625	YALI1_F13691g	228	469	953	1	0	0
23214	YALI1_F25382g	589	565	1397	2	3	4
39836	YALI1_D19980g	252	280	622	0	0	1
36946	YALI1_B05639g	203	60	183	36	41	60
33214	YALI1_B14236g	681	554	1009	0	49	9
5	Nontargeting	418	720	1037	1718	2676	1471
47317	YALI1_F33008g	400	827	952	3	2	18
45381	YALI1_E25671g	113	118	112	40	95	50
37546	YALI1_B21562g	317	303	635	1	0	0
44431	YALI1_E02046g	305	521	816	19	47	47
16608	YALI1_D35669g	52	42	85	0	8	13
45675	YALI1_E32816g	253	410	766	88	15	170
34452	YALI1_C17566g	398	403	828	28	46	53
1273	YALI1_B06328g	566	668	1114	26	26	19
44407	YALI1_E01422g	218	409	702	54	92	86
24669	YALI1_A18675g	136	132	352	0	0	1
26235	YALI1_C07360g	423	305	817	11	1	1
45464	YALI1_E27625g	243	205	671	0	0	0
4538	YALI1_D30843g	128	148	102	1	0	0
44607	YALI1_E06178g	177	212	409	13	27	73
17318	YALI1_E17786g	367	964	1496	1023	1841	1503
10335	YALI1_C08893g	652	717	1089	2	24	2
5528	YALI1_E20510g	440	420	514	0	0	0
18718	YALI1_F11313g	624	647	914	1	15	1
9021	YALI1_B03673g	529	886	1053	0	0	0
20326	YALI1_D29728g	178	67	354	1	0	0
17547	YALI1_E23302g	399	346	462	0	9	7
38507	YALI1_C17763g	171	174	185	32	54	93
5367	YALI1_E16609g	1164	1346	1653	1	3	4
25662	YALI1_B22015g	204	110	184	0	0	0
8456	YALI1_A12294g	447	300	693	0	0	0
41494	YALI1_E26788g	113	157	205	0	0	0
42890	YALI1_F20059g	268	519	359	1	0	0
123	YALI1_A00032g	287	574	369	963	1900	1204
5956	YALI1_E30677g	368	403	823	30	17	45
