sgRNA	Gene	PO1f_1	PO1f_2	PO1f_3	PO1f_Cas9_ku70_1	PO1f_Cas9_ku70_2	PO1f_Cas9_ku70_3
21653	YALI1_E27469g	210	302	160	0	0	0
24067	YALI1_A03763g	188	61	272	15	17	24
20536	YALI1_D35711g	287	563	663	0	1	0
14120	YALI1_C01416g	102	112	68	0	0	0
2400	YALI1_C06486g	440	574	888	31	90	85
42568	YALI1_F12520g	250	146	911	2	0	0
35191	YALI1_D04556g	20	6	4	19	15	14
18115	YALI1_E36887g	170	266	779	0	0	0
8054	YALI1_A02190g	163	133	502	153	620	352
35661	YALI1_D16329g	240	339	777	10	94	55
38605	YALI1_C20078g	282	600	406	16	94	26
15423	YALI1_D04186g	130	196	161	0	0	0
38900	YALI1_C29485g	283	507	777	0	12	10
38711	YALI1_C23738g	21	19	195	0	0	0
7454	YALI1_F27132g	166	419	345	309	685	480
43370	YALI1_F32597g	280	399	149	0	0	0
39114	YALI1_D01123g	80	217	231	47	55	50
30955	YALI1_F19126g	381	735	359	0	0	0
42743	YALI1_F16348g	336	264	490	39	36	18
7340	YALI1_F24228g	146	164	365	33	67	54
31350	YALI1_F29670g	117	99	393	0	0	0
5960	YALI1_E30759g	171	245	632	1	51	6
22333	YALI1_F03120g	81	140	199	1	0	0
1200	YALI1_B04579g	164	218	300	0	0	4
10559	YALI1_C15398g	584	1023	1244	3	1	3
39035	YALI1_C32886g	166	140	287	0	0	0
21453	YALI1_E22787g	88	73	338	0	31	0
4329	YALI1_D25104g	237	247	534	0	0	1
14230	YALI1_C04553g	158	88	61	0	0	0
1304	YALI1_B07134g	114	177	397	0	0	1
36849	YALI1_B02991g	157	439	438	0	0	0
11239	YALI1_D00537g	186	229	227	259	465	226
24665	YALI1_A18605g	93	110	38	1	0	0
19270	YALI1_F24826g	207	355	473	0	0	0
19040	YALI1_F18812g	147	128	309	0	0	3
7550	YALI1_F29704g	534	362	1019	0	0	1
35424	YALI1_D10565g	83	159	510	0	0	0
24907	YALI1_B02011g	262	148	201	127	678	509
10864	YALI1_C23818g	208	411	633	0	0	13
23859	Nontargeting	138	293	517	1990	734	619
461	YALI1_A08486g	236	600	478	0	0	14
30630	YALI1_F11605g	97	190	222	0	0	0
24802	YALI1_A21993g	234	156	442	0	3	0
46050	YALI1_F00399g	296	571	375	759	1047	645
46311	YALI1_F07938g	96	123	273	0	5	11
37469	YALI1_B19668g	339	447	488	184	742	554
22288	YALI1_F01796g	173	450	428	0	0	0
17570	YALI1_E23824g	236	216	392	9	67	48
42504	YALI1_F10987g	159	298	483	342	927	483
29469	YALI1_E23790g	210	471	343	87	336	201
46755	YALI1_F18226g	45	25	111	0	0	0
40156	YALI1_D28259g	465	175	492	289	1425	643
13296	YALI1_B09333g	300	240	575	0	0	1
21282	YALI1_E18854g	386	195	394	1	0	0
45700	YALI1_E33459g	321	168	470	0	0	0
38871	YALI1_C28661g	173	73	542	7	27	1
43241	YALI1_F29380g	93	145	520	0	0	11
15369	YALI1_D02599g	76	59	100	0	39	8
39318	YALI1_D06805g	128	252	381	0	0	1
31296	YALI1_F28123g	432	646	789	0	0	0
1990	YALI1_B25603g	273	318	808	1	14	0
34687	YALI1_C24400g	565	759	722	0	0	1
33740	YALI1_B28215g	228	466	247	29	100	106
40705	YALI1_E06843g	145	72	76	17	44	1
40474	YALI1_E01235g	132	295	370	60	46	101
487	YALI1_A09100g	239	680	824	1	0	0
28813	YALI1_E07178g	206	305	330	0	0	0
38799	YALI1_C26027g	190	326	403	14	40	24
16831	YALI1_E05261g	305	274	1111	0	0	0
12336	YALI1_A07668g	270	583	1020	2	0	0
29418	YALI1_E22555g	399	422	404	0	0	0
8606	YALI1_A15961g	237	327	349	0	0	4
42271	YALI1_F04643g	197	264	830	179	8	1
24867	YALI1_B01084g	278	590	400	0	0	1
32138	YALI1_A08941g	217	234	736	6	0	3
25825	YALI1_B26728g	234	258	700	0	0	0
36805	YALI1_B01892g	116	94	112	532	461	349
3415	YALI1_D01305g	112	303	297	0	3	0
5610	YALI1_E22364g	288	457	1051	0	0	1
42067	YALI1_E40571g	260	420	318	60	101	32
28593	YALI1_E01793g	154	73	113	82	217	170
34820	YALI1_C28551g	64	57	355	0	0	2
1649	YALI1_B16504g	746	329	1164	2	0	0
40839	YALI1_E10852g	173	253	334	0	0	3
22847	YALI1_F15905g	349	367	581	82	0	47
468	YALI1_A08653g	227	101	465	0	16	19
43454	YALI1_F34497g	205	286	369	106	198	81
26713	YALI1_C20299g	159	212	375	44	83	45
6022	YALI1_E32269g	290	533	506	1	13	14
17757	YALI1_E28046g	131	392	521	2	4	0
525	YALI1_A10022g	212	519	465	78	239	269
42210	YALI1_F03153g	86	157	108	49	80	94
20424	YALI1_D32832g	304	323	516	182	476	493
30885	YALI1_F17289g	223	169	790	1	1	0
2578	YALI1_C11883g	348	705	723	1	0	0
6475	YALI1_F02266g	310	202	321	0	0	1
3285	YALI1_C31649g	462	242	600	6	2	9
31124	YALI1_F23784g	234	213	241	4	0	3
4950	YALI1_E05668g	124	19	357	349	373	219
14415	YALI1_C09718g	453	980	895	115	190	247
11772	YALI1_D14199g	95	25	58	0	0	0
25600	YALI1_B20416g	92	294	300	10	1	10
1001	YALI1_A22008g	227	399	832	0	0	3
29322	YALI1_E20279g	178	281	273	30	55	11
14774	YALI1_C19417g	101	229	427	0	0	0
33263	YALI1_B15440g	308	159	524	156	97	165
7684	YALI1_F32969g	473	471	1021	56	7	3
8658	YALI1_A17123g	75	205	171	0	3	0
25557	YALI1_B19388g	215	110	306	2	1	1
46287	YALI1_F07376g	51	130	154	0	1	0
2859	YALI1_C19005g	19	110	96	24	129	90
29741	YALI1_E30074g	292	350	746	1	29	1
6662	YALI1_F07504g	169	371	743	1	0	0
15332	YALI1_D01713g	183	208	451	15	72	62
9130	YALI1_B06487g	383	342	510	14	112	64
26765	YALI1_C22260g	73	120	592	1	0	0
4878	YALI1_E03877g	179	231	695	1	0	1
19978	YALI1_D20473g	65	73	133	0	0	0
2145	YALI1_B29905g	285	481	758	2	25	80
19399	YALI1_F28202g	9	0	90	0	4	16
3644	YALI1_D07496g	417	479	787	640	898	807
33539	YALI1_B22598g	136	255	455	0	0	1
28927	YALI1_E10417g	217	284	713	106	44	37
44164	YALI1_D30685g	165	426	664	19	63	28
17225	YALI1_E15583g	392	578	709	1	0	0
3683	YALI1_D08564g	201	212	490	0	4	8
32590	YALI1_A20453g	479	172	264	1	0	0
40457	YALI1_E00869g	441	488	679	3	0	1
5958	YALI1_E30725g	396	784	920	0	0	16
36657	YALI1_A21000g	119	756	586	34	80	66
39803	YALI1_D18673g	254	239	559	1	0	0
27135	YALI1_C32914g	294	239	512	33	546	49
13005	YALI1_B01962g	301	334	297	0	0	0
25736	YALI1_B23933g	183	115	122	32	47	25
18259	YALI1_E40422g	532	905	1679	1	0	1
15051	YALI1_C28166g	76	101	221	0	0	0
29179	YALI1_E16854g	223	356	664	2	112	74
5402	YALI1_E17431g	125	95	640	0	12	2
47064	YALI1_F26612g	137	341	162	1	5	0
26242	YALI1_C07519g	290	527	641	1	8	24
29309	YALI1_E19958g	208	80	201	0	0	1
5355	YALI1_E16325g	186	138	64	241	803	393
447	YALI1_A08065g	503	334	329	1	1	0
9688	YALI1_B21313g	146	176	432	63	256	57
42217	YALI1_F03356g	206	332	976	14	24	21
42289	YALI1_F05137g	173	352	314	59	67	88
5617	YALI1_E22576g	93	184	247	0	1	0
17238	YALI1_E15939g	143	28	291	256	792	576
41498	YALI1_E26872g	712	635	837	821	2150	1321
43524	YALI1_F36204g	363	527	733	0	0	0
20533	YALI1_D35624g	102	86	195	0	0	0
14276	YALI1_C05857g	127	39	217	87	18	27
44177	YALI1_D31186g	248	507	724	0	63	75
29279	YALI1_E19403g	124	78	208	0	0	0
11176	YALI1_C32706g	378	587	857	146	258	225
42230	YALI1_F03604g	395	538	942	220	492	377
4309	YALI1_D24546g	289	268	508	3	0	1
8289	YALI1_A07668g	123	168	386	160	318	345
42731	YALI1_F16158g	134	305	330	25	247	86
39894	YALI1_D21408g	517	623	1147	516	1201	1366
25688	YALI1_B22645g	210	222	553	0	1	2
792	YALI1_A16863g	151	281	744	0	0	0
41130	YALI1_E18025g	389	236	64	0	19	25
29999	YALI1_E36437g	157	555	846	38	10	42
6397	YALI1_E41421g	249	274	429	260	237	321
23165	YALI1_F24171g	125	515	677	172	602	503
45881	YALI1_E37812g	96	116	107	0	0	0
9357	YALI1_B12451g	278	223	709	26	37	105
7689	YALI1_F33103g	605	393	603	0	0	1
2497	YALI1_C09230g	79	66	30	32	82	96
26192	YALI1_C06211g	3	0	17	0	9	2
17258	YALI1_E16390g	104	64	43	22	53	43
32886	YALI1_B05313g	303	191	469	2	0	1
161	YALI1_A01230g	588	648	1325	2	9	23
31223	YALI1_F26127g	201	410	891	1	0	1
44701	YALI1_E08853g	158	237	236	1	0	0
13871	YALI1_B25077g	68	64	85	0	0	0
44617	YALI1_E06468g	156	331	806	1	0	1
5707	YALI1_E24633g	171	169	163	0	0	0
24358	YALI1_A11068g	67	63	94	0	29	81
29541	YALI1_E25453g	92	191	452	68	56	185
34934	YALI1_C31389g	8	151	339	0	0	3
37610	YALI1_B23300g	552	399	910	0	0	2
24710	YALI1_A19885g	221	370	613	18	23	33
20547	YALI1_D35965g	123	207	330	141	370	341
11313	YALI1_D02348g	182	311	195	0	0	0
38516	YALI1_C17988g	374	422	171	271	534	638
40195	YALI1_D29595g	103	206	224	0	7	11
919	YALI1_A20149g	153	136	413	0	1	0
38561	YALI1_C18948t	210	147	334	618	961	819
8796	YALI1_A20739g	328	562	384	130	178	40
10668	YALI1_C17995g	283	436	579	115	172	243
17800	YALI1_E29046g	99	207	739	20	99	33
2911	YALI1_C20299g	314	474	326	0	0	0
44168	YALI1_D30843g	115	223	468	0	1	4
37627	YALI1_B23677g	345	345	306	13	92	43
34892	YALI1_C30320g	227	293	613	0	0	1
43286	YALI1_F30479g	143	454	459	126	226	169
1321	YALI1_B07578g	115	227	527	0	0	2
17802	YALI1_E29074g	381	297	794	0	3	0
9773	YALI1_B23554g	468	659	419	1	0	2
21226	YALI1_E17326g	267	252	546	192	434	299
14931	YALI1_C24367g	348	242	366	0	0	0
10075	YALI1_C01491g	124	134	30	17	184	71
29380	YALI1_E21566g	296	393	635	197	540	689
24313	YALI1_A09741g	234	218	450	277	435	415
26667	YALI1_C19166g	345	356	614	1	4	0
20131	YALI1_D24398g	525	712	956	0	0	2
23817	Nontargeting	152	257	384	421	1019	744
11386	YALI1_D04469g	421	295	756	0	0	0
684	YALI1_A14305g	195	324	502	0	0	1
34932	YALI1_C31308g	41	4	81	4	4	3
30809	YALI1_F15781g	19	55	146	5	13	0
11044	YALI1_C29302g	69	234	246	275	434	431
7162	YALI1_F19249g	309	180	336	0	0	0
9019	YALI1_B03610g	110	493	469	1	0	0
25424	YALI1_B15733g	78	180	165	182	155	31
47567	YALI1_F39009g	147	372	328	0	0	0
20213	YALI1_D26467g	105	152	245	0	0	0
47242	YALI1_F31432g	28	116	187	0	0	0
20331	YALI1_D29910g	879	892	2002	2	2	1
18745	YALI1_F11916g	192	210	461	0	0	0
25792	YALI1_B25603g	445	305	437	1	0	0
15417	YALI1_D03987g	301	210	494	0	0	0
29852	YALI1_E32936g	194	333	317	1	0	2
9781	YALI1_B23744g	401	593	897	0	2	0
10823	YALI1_C22541g	308	443	587	1	0	0
21236	YALI1_E17583g	127	131	179	0	0	2
45052	YALI1_E17889g	302	573	815	17	20	15
40353	YALI1_D34106g	83	110	162	0	0	0
33302	YALI1_B16419g	66	129	329	0	0	1
35528	YALI1_D12964g	290	510	579	15	12	11
18522	YALI1_F06236g	104	0	164	0	0	0
43247	YALI1_F29604g	311	329	571	0	2	0
17315	YALI1_E17754g	110	241	88	0	0	0
33734	YALI1_B28025g	363	171	113	1	0	0
1225	YALI1_B05185g	190	128	305	0	0	0
45768	YALI1_E35095g	215	443	537	0	1	0
47541	YALI1_F38466g	96	232	736	2	0	6
18817	YALI1_F13526g	179	262	519	0	0	5
41742	YALI1_E32664g	462	534	1100	1	0	1
18595	YALI1_F08324g	246	324	494	0	0	1
46804	YALI1_F19697g	197	235	472	1	20	2
14479	YALI1_C11883g	261	750	852	1	1	3
21578	YALI1_E25640g	232	392	926	768	1225	1004
25525	YALI1_B18631g	290	253	490	0	1	0
16584	YALI1_D35061g	271	76	150	3	0	0
26268	YALI1_C08197g	202	332	966	0	1	1
11052	YALI1_C29497g	142	622	940	44	53	40
35311	YALI1_D07896g	228	161	418	0	0	6
14310	YALI1_C06716g	248	376	655	0	0	3
41154	YALI1_E18749g	126	93	226	0	0	0
6985	YALI1_F15291g	109	255	314	3	0	0
4898	YALI1_E04359g	234	502	390	635	1455	675
43314	YALI1_F31416g	296	171	509	0	0	0
38030	YALI1_C04531g	180	115	261	0	0	1
8687	YALI1_A17876t	180	74	236	0	0	0
24381	YALI1_A11622g	112	109	192	0	0	0
22882	YALI1_F16600g	32	31	64	0	25	6
32279	YALI1_A12868g	147	172	337	145	474	246
37564	YALI1_B22020g	17	213	94	0	6	21
29558	YALI1_E25761g	160	435	329	0	0	0
7405	YALI1_F25783g	214	166	804	35	57	99
33934	YALI1_C03272g	121	150	287	0	0	0
39049	YALI1_C33217g	242	297	322	58	96	54
6235	YALI1_E37392g	132	305	390	42	54	79
3787	YALI1_D11068g	216	341	437	0	0	0
29977	YALI1_E35963g	131	89	125	42	0	15
17409	YALI1_E20016g	120	201	352	3	0	0
37870	YALI1_B30303g	205	352	438	844	4270	1472
17828	YALI1_E29792g	738	906	1926	0	1	1
22170	YALI1_E39983g	299	366	580	0	0	0
30909	YALI1_F17756g	267	221	324	0	6	0
23481	YALI1_F32330g	47	68	68	2	0	0
4246	YALI1_D22804g	496	465	547	62	454	195
26442	YALI1_C13642g	52	18	218	5	69	33
20330	YALI1_D29852g	160	496	554	2	2	0
27030	YALI1_C30130g	81	40	175	0	6	51
41062	YALI1_E16451g	169	529	542	93	74	95
41621	YALI1_E29557g	234	316	467	9	69	42
13842	YALI1_B24129g	536	264	851	1	0	1
2936	YALI1_C21241g	21	7	23	0	0	0
35015	YALI1_C33471g	258	56	28	438	143	237
32207	YALI1_A10907g	208	65	257	96	321	421
15241	YALI1_C33086g	107	140	98	0	0	0
8047	YALI1_A02037g	197	509	256	482	403	363
13462	YALI1_B14292g	125	180	254	58	29	53
28982	YALI1_E12027g	95	117	536	0	0	0
21872	YALI1_E32792g	31	32	23	2	0	5
22545	YALI1_F08944g	100	202	276	0	0	0
27498	YALI1_D08884g	524	421	1100	178	766	495
9795	YALI1_B24129g	20	97	157	0	0	0
13085	YALI1_B04228g	97	78	76	0	0	0
43013	YALI1_F23441g	317	295	337	1	0	0
15738	YALI1_D12172g	342	229	740	2	0	0
5598	YALI1_E22111g	179	237	325	0	7	3
34167	YALI1_C09642g	326	433	508	1	18	0
43741	YALI1_D19058g	240	163	327	0	0	0
147	YALI1_A00801g	234	210	205	27	16	80
46921	YALI1_F22993g	248	380	232	0	0	1
2535	YALI1_C10345g	290	162	228	3	24	28
12442	YALI1_A10565g	405	328	529	29	89	110
24609	YALI1_A17239g	116	227	201	0	0	0
17146	YALI1_E13755g	59	0	28	18	3	12
9828	YALI1_B25187g	161	231	566	0	0	0
723	YALI1_A15274g	125	64	38	43	51	87
31822	YALI1_A01267g	240	216	913	1	40	53
3226	YALI1_C30086g	92	133	183	0	0	0
27815	YALI1_D16609g	181	219	435	0	0	1
7348	YALI1_F24408g	365	185	350	66	184	54
4093	YALI1_D18475g	194	115	433	0	4	0
9625	YALI1_B19856g	264	445	470	0	5	2
45523	YALI1_E28903g	237	195	238	67	263	213
2900	YALI1_C20032g	60	101	134	0	0	0
41020	YALI1_E15452g	289	500	666	0	1	1
44477	YALI1_E03088g	320	205	200	4	30	39
3138	YALI1_C27182g	232	161	220	0	0	0
11253	YALI1_D00848g	210	356	719	1	0	1
2153	YALI1_B30039g	448	403	394	0	1	1
30270	YALI1_F02047g	372	439	674	0	0	2
33676	YALI1_B26659g	131	320	228	5	10	28
3279	YALI1_C31408g	482	346	447	0	0	6
21249	YALI1_E17849g	254	77	117	7	83	95
19295	YALI1_F25556g	116	104	186	216	560	456
5178	YALI1_E12013g	188	280	235	180	407	488
2850	YALI1_C18791g	371	232	286	0	1	1
20169	YALI1_D25330g	97	75	256	151	205	91
41716	YALI1_E32054g	475	308	410	1	0	0
46871	YALI1_F21567g	75	306	254	5	30	17
30067	YALI1_E38107g	182	225	387	57	46	28
2579	YALI1_C11902g	97	129	403	0	0	3
9301	YALI1_B10990g	299	350	481	0	0	2
23599	YALI1_F34928g	373	301	681	0	0	2
37597	YALI1_B22853g	33	92	171	0	0	0
37685	YALI1_B25387g	109	237	259	0	0	1
42082	YALI1_E40970g	519	281	434	576	245	233
36413	YALI1_A15017t	341	392	500	0	1	0
14706	YALI1_C17782g	407	457	870	1	0	1
17546	YALI1_E23292g	305	173	936	8	3	4
40985	YALI1_E14555g	383	241	487	436	621	488
35157	YALI1_D03575g	248	336	596	0	0	1
32999	YALI1_B08156g	431	374	594	267	662	488
11736	YALI1_D13201g	269	151	310	122	21	29
15610	YALI1_D09162g	96	10	14	0	0	0
43260	YALI1_F29852g	85	72	130	25	59	10
37999	YALI1_C03735g	105	125	148	1	6	1
21977	YALI1_E35384g	120	303	821	0	0	0
3397	YALI1_D00813g	317	518	1931	2	4	1
40759	YALI1_E08382g	203	140	210	61	154	23
42143	YALI1_F01132g	903	1541	1270	0	0	4
45630	YALI1_E31724g	282	188	346	0	0	2
37918	YALI1_C01301t	445	362	461	0	0	0
21434	YALI1_E22262g	168	85	100	0	0	0
45758	YALI1_E34880g	156	235	195	0	0	0
23732	YALI1_F38296g	155	78	516	0	0	0
17142	YALI1_E13683g	64	92	227	6	12	13
47258	YALI1_F31760g	183	295	520	0	0	0
29586	YALI1_E26513g	247	222	515	4	3	0
8283	YALI1_A07575g	102	100	442	56	4	93
32221	YALI1_A11270g	94	265	377	11	1	5
42593	YALI1_F13023g	307	416	593	1	0	1
46595	YALI1_F14827g	129	226	262	0	0	0
27336	YALI1_D04533g	367	407	470	1	0	0
23138	YALI1_F23441g	68	38	226	20	17	22
36194	YALI1_A09165g	93	144	214	47	75	52
6238	YALI1_E37455g	208	267	354	7	49	4
2016	YALI1_B26517g	189	264	696	8	124	38
30266	YALI1_F01929g	140	268	152	0	5	3
28394	YALI1_D32663g	348	401	596	1	0	3
35954	YALI1_A03442g	338	568	859	0	0	2
17508	YALI1_E22265g	492	609	842	0	0	2
2150	YALI1_B29995g	320	341	359	5	4	30
4840	YALI1_E02906g	136	306	278	0	0	2
41891	YALI1_E36308g	218	497	699	8	0	0
39990	YALI1_D24037g	451	204	360	0	0	0
18215	YALI1_E39284g	62	94	379	0	0	1
42912	YALI1_F20669g	301	217	654	1	0	0
34979	YALI1_C32721g	240	397	959	266	624	357
42053	YALI1_E40251g	279	238	322	1	0	0
19033	YALI1_F18524g	266	676	649	0	0	1
41211	YALI1_E20016g	25	114	189	0	0	0
16516	YALI1_D33307g	257	644	458	0	0	1
37864	YALI1_B30182g	104	77	87	1	0	1
20064	YALI1_D22476g	399	294	549	299	1258	983
31971	YALI1_A05003g	146	355	1056	0	0	2
41968	YALI1_E38107g	141	297	345	2	0	0
34460	YALI1_C17763g	80	100	293	7	25	23
5206	YALI1_E12747g	685	473	615	0	0	0
30599	YALI1_F10928g	42	153	137	0	1	0
36454	YALI1_A15925g	219	341	720	367	441	380
46371	YALI1_F09518g	231	91	120	0	0	0
39742	YALI1_D17190g	279	378	530	2	0	1
46575	YALI1_F14351t	359	531	607	1	0	0
46257	YALI1_F06393g	448	319	489	0	0	1
44845	YALI1_E12952g	154	139	330	390	761	581
7095	YALI1_F17520g	391	371	797	0	0	0
6788	YALI1_F10713g	440	383	902	2	0	2
30572	YALI1_F10253g	640	367	384	0	0	0
10896	YALI1_C24647g	231	105	191	0	0	0
38912	YALI1_C29676g	65	175	71	0	5	4
7768	YALI1_F34862g	170	179	233	1	0	0
25243	YALI1_B10780g	82	28	137	0	0	0
42442	YALI1_F09456g	469	445	600	124	205	169
42557	YALI1_F12211g	239	336	562	7	28	55
41858	YALI1_E35503g	280	503	156	0	0	0
12977	YALI1_B01344g	188	146	507	0	0	0
383	YALI1_A06591g	556	1108	1923	708	394	522
32795	YALI1_B02806g	254	46	436	3	0	0
2203	YALI1_C00913g	342	305	746	0	0	2
40872	YALI1_E11768g	220	94	232	0	220	47
47131	YALI1_F28274g	206	265	365	1	0	1
10077	YALI1_C01520g	213	313	1066	2	46	8
20090	YALI1_D23237g	53	173	146	5	0	0
34703	YALI1_C24767g	605	843	1031	76	219	294
3374	YALI1_D00311g	85	48	95	0	0	0
39039	YALI1_C32975g	417	841	244	0	0	0
34915	YALI1_C30901g	224	576	641	149	0	0
38471	YALI1_C16969g	216	154	223	20	10	11
17694	YALI1_E26811g	39	142	321	7	9	29
44326	YALI1_D35394g	323	515	328	8	34	20
21339	YALI1_E20070g	597	755	932	0	0	3
40434	YALI1_E00280g	663	559	672	2645	3389	1967
39132	YALI1_D01632g	230	239	142	64	83	55
32591	YALI1_A20484g	255	183	180	0	0	2
30648	YALI1_F11956g	63	55	171	4	4	2
26359	YALI1_C11203g	276	31	415	0	0	0
12026	YALI1_A00102g	362	432	916	1	0	1
41860	YALI1_E35546g	808	994	1164	16	33	50
22727	YALI1_F13170g	289	298	586	2	0	0
26111	YALI1_C04031g	231	282	589	0	18	6
11227	YALI1_D00273g	198	311	434	3	7	0
23198	YALI1_F24864g	51	110	226	0	0	0
32458	YALI1_A17103g	367	378	755	0	0	0
2537	YALI1_C10385g	208	64	453	122	204	82
40639	YALI1_E05390g	271	532	746	21	30	67
22914	YALI1_F17358g	822	1130	2410	233	159	222
28314	YALI1_D30196g	48	304	266	13	1	6
30589	YALI1_F10688g	56	42	269	0	0	0
45144	YALI1_E20142g	323	630	1004	0	26	0
39478	YALI1_D10768g	131	181	160	179	194	241
14460	YALI1_C11271g	120	261	477	0	0	0
43086	YALI1_F25254g	292	458	622	175	586	341
34057	YALI1_C06511g	108	167	141	0	0	0
5128	YALI1_E10492g	367	554	908	953	1095	942
39029	YALI1_C32786g	296	649	751	745	1164	928
2697	YALI1_C15217g	160	136	455	84	90	116
25576	YALI1_B19897g	319	300	388	0	0	0
37641	YALI1_B24018g	148	365	432	0	0	0
32222	YALI1_A11293g	126	0	92	0	0	0
32020	YALI1_A06169g	40	163	180	0	5	0
9538	YALI1_B17592g	240	416	737	131	268	276
31193	YALI1_F25496g	220	546	559	0	0	17
13751	YALI1_B21774g	158	95	278	468	541	319
23170	YALI1_F24270g	165	189	193	0	0	0
33663	YALI1_B26175g	99	154	288	115	131	213
23369	YALI1_F29483g	31	150	206	0	0	0
9760	YALI1_B23237g	391	539	717	1	9	2
43566	YALI1_F37354g	260	279	348	29	48	51
9907	YALI1_B27429g	36	34	383	80	236	213
43019	YALI1_F23560g	376	302	485	2	18	1
46876	YALI1_F21676g	459	671	1074	0	0	1
32206	YALI1_A10883g	115	133	395	0	0	0
14076	YALI1_C00164g	83	397	619	2466	2528	2099
3655	YALI1_D07896g	381	640	810	2	0	1
39651	YALI1_D14893g	534	709	668	0	2	0
1958	YALI1_B24654g	83	93	39	33	85	71
39901	YALI1_D21553g	206	297	513	0	0	0
24699	YALI1_A19563g	1237	1283	3081	5	27	24
14994	YALI1_C25990g	239	202	565	0	1	0
46833	YALI1_F20547g	256	346	489	3	6	1
38179	YALI1_C08702g	389	195	302	0	0	0
37718	YALI1_B26451g	645	924	1186	95	199	81
32515	YALI1_A18489g	177	208	1092	3	0	12
40296	YALI1_D32695g	153	257	396	41	212	138
30534	YALI1_F09314g	287	381	521	0	0	0
40237	YALI1_D30685g	140	235	337	0	1	2
19611	YALI1_F33594g	7	53	62	36	14	84
8380	YALI1_A10039g	232	149	625	127	146	114
45799	YALI1_E35831g	294	109	420	262	836	540
2960	YALI1_C21946g	183	377	348	0	0	2
26635	YALI1_C18457g	115	329	506	92	254	72
25676	YALI1_B22391g	256	461	904	5	1	1
8823	YALI1_A21311g	223	177	301	3	0	0
27996	YALI1_D21464g	381	358	630	558	1684	1250
42684	YALI1_F15199g	413	385	430	0	0	1
10582	YALI1_C15947g	115	67	43	0	0	0
32101	YALI1_A08047g	240	147	361	0	0	0
21876	YALI1_E32908g	197	360	456	1	0	0
35197	YALI1_D04725g	114	74	393	11	71	27
42404	YALI1_F08544g	201	273	371	0	0	0
25885	YALI1_B28150g	201	315	343	1	0	2
1398	YALI1_B09448g	427	732	998	1	0	1
24689	YALI1_A19249g	381	316	997	2	19	20
3781	YALI1_D10930g	223	246	522	77	0	17
42995	YALI1_F23024g	311	456	702	8	28	9
46637	YALI1_F15781g	217	299	161	3	9	0
2033	YALI1_B26963g	286	294	346	1	0	1
27305	YALI1_D03639g	269	342	390	0	1	2
10708	YALI1_C18878g	249	228	578	0	2	0
17020	YALI1_E10290g	113	159	345	0	0	0
11852	YALI1_D16166g	188	358	599	1	0	0
1831	YALI1_B21208g	347	715	1319	1	0	1
6859	YALI1_F12365g	251	253	641	322	637	802
20645	YALI1_E02355g	182	380	681	2	0	0
37135	YALI1_B10525g	224	332	328	27	71	16
34509	YALI1_C18872g	375	247	940	0	0	0
47536	YALI1_F38339g	270	90	100	40	0	4
10679	YALI1_C18365g	385	478	548	0	0	0
31519	YALI1_F33732g	361	358	739	0	231	58
45258	YALI1_E22859g	169	198	359	4	4	27
5725	YALI1_E25063g	276	184	152	0	0	1
18941	YALI1_F16348g	111	313	192	1	0	0
25390	YALI1_B14959g	152	183	711	29	28	21
16419	YALI1_D30285g	52	184	360	33	43	10
42447	YALI1_F09598g	82	219	83	0	0	0
28282	YALI1_D29109g	113	126	347	0	0	0
20432	YALI1_D33042g	95	201	220	2	3	0
21323	YALI1_E19754g	308	497	841	1	39	32
18479	YALI1_F04920g	230	589	485	5	0	5
21787	YALI1_E30743g	213	103	484	0	0	14
27761	YALI1_D15288g	229	246	411	0	4	0
1876	YALI1_B22414g	249	368	319	98	59	66
17929	YALI1_E32411g	582	230	870	0	9	1
37106	YALI1_B09580g	58	118	149	1	19	7
30876	YALI1_F17066g	102	467	399	2	0	2
8097	YALI1_A03289g	125	442	397	0	0	3
22260	YALI1_F00867g	565	381	973	0	0	1
36642	YALI1_A20611g	53	17	0	0	14	0
44784	YALI1_E11370g	155	166	463	153	843	641
31943	YALI1_A04332g	61	75	122	1	2	0
35366	YALI1_D09168g	110	70	56	0	0	0
30978	YALI1_F19720g	582	617	1130	1	0	0
32490	YALI1_A17927g	103	64	377	0	0	0
35455	YALI1_D11302g	173	163	501	0	0	0
20467	YALI1_D33919g	185	260	949	1	44	1
3011	YALI1_C23826g	451	1070	1494	1	0	5
36477	YALI1_A16466g	392	648	798	443	922	537
11768	YALI1_D14125g	234	55	277	504	439	446
18871	YALI1_F14946g	316	213	368	0	0	0
8998	YALI1_B02910g	114	75	517	372	438	363
37273	YALI1_B14517g	123	183	50	23	11	10
6114	YALI1_E34586g	91	86	84	3	0	0
26904	YALI1_C26161g	690	704	1186	6	54	0
2174	YALI1_C00141g	343	449	760	3717	2468	2684
2285	YALI1_C03415g	144	281	35	0	3	1
28151	YALI1_D25529g	417	342	556	219	167	214
15807	YALI1_D13871g	64	48	266	19	68	143
42845	YALI1_F18897g	51	77	154	6	29	16
541	YALI1_A10565g	188	54	57	3	0	0
26657	YALI1_C18892g	151	281	368	1	3	0
14042	YALI1_B29844g	234	253	389	2	0	0
40299	YALI1_D32832g	243	205	767	156	96	146
40099	YALI1_D26730g	336	399	500	0	2	0
24842	YALI1_B00419g	160	118	147	0	17	0
39110	YALI1_D01036g	61	140	137	0	31	4
